A	what kind of things are you doing in linguistics study?
B	just general ELT style stuff really
A	so is it searching out seeing what kind of words people use? Or how they use words or?
B	how they well yeah how how you use words or kind of grammatical constructions that actually still used rather than just taught in grammar lessons and
A	okay
B	that sort of thing
A	mm
B	yep
B	oh the OED allows them now so
A	mm
B	must be
A	mm
B	I have got more ideas than that
A	I guess we need to think about whether we want to do it on a friend or foe
B	mm
A	um
B	mm
A	that there are
B	yeah that's that's a good point cos I hadn't thought about that
A	mm
B	I don't know what to do
A	go on
B	I think it's one way to live one way to die
A	yeah
B	so I don't know
A	I guess it's two ways to live at the moment isn't it
B	mhm
A	mm
B	talk time
A	it was shorter than my one I think
B	yeah well yours was recap
A	yeah that's true
B	okay
A	um
B	it's just then though we've got the flowers to do and the
A	mm
B	we're not actually gonna have that much time
A	so we've got snacks
B	yes
A	and then go into small groups and pray and share prayer and share
B	and can get over the whole discussion of what colour you like first
A	I should just do like come in on one Friday and just make ten more sets
B	um so er er oh brain
A	think that's too short? I think if we have more than twenty-five minutes that bit's getting quite
B	yeah
A	yeah
B	yeah
A	mm
B	er
A	Cos the boys were quite quick
B	mhm
A	yeah
B	that's a challenge
unknown_female	hiya
B	hi
A	it takes quite a long time to make the flowers
B	how many are they making? Er for the morning both morning services?
A	I assume so
B	I think we need to end on a good game
A	yeah
B	otherwise they'll think why did we bother
A	we could have do the flowers and then do a very quick game
B	mm
A	if we don't finish praying till then but
B	mm
A	what we could do though is we could if we pray quite quickly and then set up the flowers
B	yeah
A	in the flowers
B	yeah
A	yeah
B	so in that case we don't need  we don't need  a intro game
A	no
B	uh-huh
A	um
A	or something
B	oh you mean that even if they aren't gonna get a choice whether they rebel?
A	well they could can't they
B	I just just completely forget what I'm supposed to be doing normally
A	yeah
B	but no I like it
A	but that's kind of on theme
B	mhm
A	and it's kinda short and long
B	mhm
A	um
B	Cos you you know you can  you can  make that as elaborate as or as simple as you like
A	yeah
B	mm
A	um
B	live this way or live that way
A	yeah
B	only cos my
A	mm
B	um put around the room various um I don't know like superheroes
A	mhm
B	or whatever and their nemeses and their sidekicks
B	whether it's a pair or not
A	but you could do that as the quiet game
B	mm
A	you could have pictures and facts on bits of paper and they've got to match them up
B	mhm
A	and you can match them all up
B	that would  that would  be nice and quiet
A	would be nice and quiet and it'd be quite fun
B	A bit woolly
