A	on Christmas Day
C	we never have cauliflower cheese
B	we weren't no
D	why? would you like some?
A	you mucky pup
C	you always do that
A	I quite like
C	you like cauliflower?
A	mm
D	can get one of those er things that we had
A	what's one of them things?
D	what?
C	that's cauliflower cheese mix
D	mm
C	things
D	well she'll not have any then
A	it's quite nice though
A	I thought
D	when she went off gallivanting the other night other weekend
B	right?
A	we
D	it was nice
B	no I looked at it today
A	mm
B	of course she don't like it
D	well she only had one that big
B	she bought one
A	I thought it was alright
C	what was it a set?
B	there's was like a meal deal from Mark's
D	if you
A	no
C	we never have cauliflower though
B	do sometimes
C	for Christmas
B	oh no
A	there was a moment when
B	don't like carrot and swede
C	who doesn't?
B	your dad
C	you don't like carrot and swede?
D	no I didn't say that
C	right
D	I'd have em separate or
C	we had to do them separate cos some people don't like
B	mm
B	erm
A	wasn't sure if you decided if we were replacing it or not
B	yeah
C	you don't like green beans do you?
B	not really?
C	I can eat them if I have to the very fine beans but wouldn't eat ordinary beans
A	like asparagus
B	mm asparagus
C	you prefer asparagus?
B	mm
C	to beans?
B	mm
C	they're practically the same
B	no they're not
C	aren't they?
A	can't remember the last time I had beans
B	asparagus has its own flavour
C	it's a bit weird
B	mm
A	a panda?
C	mm
A	mm
C	it's like
D	that's nice then while I'm having me tea
B	does he?
C	went to
B	they're a pair up there?
[ANNOTATION]	Some speakers have seen a panda.	Neutral
C	yeah they brought a male in didn't they couple of years ago? it was all over the news
D	can't remember
C	it had a baby didn't it?
A	mm
B	possibly
[ANNOTATION]	Someone brought a female panda.	Contradiction
A	it did
B	mm
B	oh did they?
C	well
B	mm
A	who?
C	she keeps putting different pictures on her Snapchat
B	when's she due back?
C	April
A	mm
B	has she enjoyed it?
[ANNOTATION]	Someone will return in April.	Entailment
C	she just likes going away all the time
B	mm
C	to see everyone
B	mm
D	presumably she could've flown back for Christmas holidays or whatever
[ANNOTATION]	The one who returns doesn't like travelling.	Contradiction
C	yeah but they just decided to
B	so where do they stay
C	I dunno
A	quite rich aren't they?
B	mm not amazingly no
C	I really like this chicken
[ANNOTATION]	Speakers talk about people who are not extremely rich.	Entailment
A	mm
A	isn't there a
unknown_female	mm
D	another helping?
A	no
B	well we've not had this for a while so
A	no we haven't
D	I did ask for your
B	mm
D	did fight your corner
C	why don't you want it?
C	you can have it if you want
C	why don't you want it?
B	it's not something that I really
[ANNOTATION]	They do not want it because they have had enough.	Neutral
B	appeal
C	do you like sausages?
B	mm
C	do you like Yorkshire puddings?
B	yeah but I don't know that I want them together
C	do you like mash?
D	that's not toad in the hole
